Prediction	Accession	Query
FtsW	WP_093650702.1	FtsW.8
FtsW	WP_048000182.1	FtsW.8
FtsW	WP_096815057.1	FtsW.8
FtsW	WP_253358783.1	FtsW.8
FtsW	WP_130845650.1	FtsW.8
FtsW	WP_082611662.1	FtsW.8
FtsW	WP_188347596.1	FtsW.8
FtsW	WP_244056982.1	FtsW.8
FtsW	WP_008473388.1	FtsW.8
FtsW	WP_137642015.1	FtsW.8
FtsW	WP_022796181.1	FtsW.8
FtsW	WP_220742630.1	FtsW.8
FtsW	WP_009495623.1	FtsW.8
FtsW	WP_057823360.1	FtsW.8
FtsW	WP_037617065.1	FtsW.8
FtsW	WP_203627437.1	FtsW.8
FtsW	WP_125697373.1	FtsW.8
FtsW	WP_021732587.1	FtsW.8
FtsW	WP_034551110.1	FtsW.8
FtsW	WP_123934772.1	FtsW.8
FtsW	WP_125708519.1	FtsW.8
FtsW	WP_067061071.1	FtsW.8
FtsW	WP_089109964.1	FtsW.8
FtsW	WP_125763631.1	FtsW.8
FtsW	WP_125592368.1	FtsW.8
FtsW	WP_017868344.1	FtsW.8
FtsW	WP_022791941.1	FtsW.8
FtsW	WP_011673606.1	FtsW.8
FtsW	WP_086874780.1	FtsW.8
FtsW	WP_070788128.1	FtsW.8
FtsW	WP_109918282.1	FtsW.8
FtsW	WP_085699321.1	FtsW.8
FtsW	WP_096817306.1	FtsW.8
FtsW	WP_056936643.1	FtsW.8
FtsW	WP_075104826.1	FtsW.8
FtsW	WP_125589467.1	FtsW.8
FtsW	WP_090289057.1	FtsW.8
FtsW	WP_166160526.1	FtsW.8
FtsW	WP_148622075.1	FtsW.8
FtsW	WP_047392150.1	FtsW.8
FtsW	WP_109586193.1	FtsW.8
FtsW	WP_062532134.1	FtsW.8
FtsW	WP_125576872.1	FtsW.8
FtsW	WP_089089270.1	FtsW.8
FtsW	WP_056980532.1	FtsW.8
FtsW	WP_014215161.1	FtsW.8
FtsW	WP_057906511.1	FtsW.8
FtsW	WP_125585630.1	FtsW.8
FtsW	WP_091502618.1	FtsW.8
FtsW	WP_187753951.1	FtsW.8
FtsW	WP_172189277.1	FtsW.8
FtsW	WP_125676652.1	FtsW.8
FtsW	WP_027969528.1	FtsW.8
FtsW	WP_223901888.1	FtsW.8
FtsW	WP_225418431.1	FtsW.8
FtsW	WP_070791637.1	FtsW.8
FtsW	WP_068991661.1	FtsW.8
FtsW	WP_056941517.1	FtsW.8
FtsW	WP_057765667.1	FtsW.8
FtsW	WP_251717740.1	FtsW.8
FtsW	WP_003648574.1	FtsW.8
FtsW	WP_137615603.1	FtsW.8
FtsW	WP_018369186.1	FtsW.8
FtsW	WP_046331983.1	FtsW.8
FtsW	WP_137629967.1	FtsW.8
FtsW	WP_028789898.1	FtsW.8
FtsW	WP_057807291.1	FtsW.8
FtsW	WP_057810884.1	FtsW.8
FtsW	WP_033614205.1	FtsW.8
FtsW	WP_024746933.1	FtsW.8
FtsW	WP_137624723.1	FtsW.8
FtsW	WP_125605151.1	FtsW.8
FtsW	WP_096040237.1	FtsW.8
FtsW	WP_199575587.1	FtsW.8
FtsW	WP_057889347.1	FtsW.8
FtsW	WP_204119913.1	FtsW.8
FtsW	WP_018373044.1	FtsW.8
FtsW	WP_094784276.1	FtsW.8
FtsW	WP_099092144.1	FtsW.8
FtsW	WP_010371405.1	FtsW.8
FtsW	WP_119876797.1	FtsW.8
FtsW	WP_213821089.1	FtsW.8
FtsW	WP_137597442.1	FtsW.8
FtsW	WP_119908397.1	FtsW.8
FtsW	WP_103661117.1	FtsW.8
FtsW	WP_003553589.1	FtsW.8
FtsW	WP_089940311.1	FtsW.8
FtsW	WP_213820201.1	FtsW.8
FtsW	WP_076617744.1	FtsW.8
FtsW	WP_061602037.1	FtsW.8
FtsW	WP_057719446.1	FtsW.8
FtsW	WP_126108323.1	FtsW.8
FtsW	WP_005589707.1	FtsW.8
FtsW	WP_220221058.1	FtsW.8
FtsW	WP_209686569.1	FtsW.8
FtsW	WP_031365239.1	FtsW.8
FtsW	WP_281164701.1	FtsW.8
FtsW	WP_044009910.1	FtsW.8
FtsW	WP_269007642.1	FtsW.8
FtsW	WP_057973813.1	FtsW.8
FtsW	WP_010051000.1	FtsW.8
FtsW	WP_062913169.1	FtsW.8
FtsW	WP_137606499.1	FtsW.8
FtsW	WP_124943153.1	FtsW.8
FtsW	WP_003647079.1	FtsW.8
FtsW	WP_213793397.1	FtsW.8
FtsW	WP_057802431.1	FtsW.8
FtsW	WP_116877751.1	FtsW.8
FtsW	WP_057797453.1	FtsW.8
FtsW	WP_056996282.1	FtsW.8
FtsW	WP_223896915.1	FtsW.8
FtsW	WP_137639279.1	FtsW.8
FtsW	WP_039144332.1	FtsW.8
FtsW	WP_018363574.1	FtsW.8
FtsW	WP_150391666.1	FtsW.8
FtsW	WP_137644045.1	FtsW.8
FtsW	WP_054681825.1	FtsW.8
FtsW	WP_258511940.1	FtsW.8
FtsW	WP_260117336.1	FtsW.8
FtsW	WP_085558588.1	FtsW.8
FtsW	WP_054662037.1	FtsW.8
FtsW	WP_209626490.1	FtsW.8
FtsW	WP_133442325.1	FtsW.8
FtsW	WP_018030100.1	FtsW.8
FtsW	WP_065903906.1	FtsW.8
FtsW	WP_009553760.1	FtsW.8
FtsW	WP_025022008.1	FtsW.8
FtsW	WP_006907443.1	FtsW.8
FtsW	WP_020991312.1	FtsW.8
FtsW	WP_201247494.1	FtsW.8
FtsW	WP_035029794.1	FtsW.8
FtsW	WP_057754442.1	FtsW.8
FtsW	WP_137634643.1	FtsW.8
FtsW	WP_089746660.1	FtsW.8
FtsW	WP_203649765.1	FtsW.8
FtsW	WP_098825962.1	FtsW.8
FtsW	WP_109245596.1	FtsW.8
FtsW	WP_168925040.1	FtsW.8
FtsW	WP_082619488.1	FtsW.8
FtsW	WP_057772353.1	FtsW.8
FtsW	WP_020917092.1	FtsW.8
FtsW	WP_125756753.1	FtsW.8
FtsW	WP_018372203.1	FtsW.8
FtsW	WP_046324719.1	FtsW.8
FtsW	WP_089136533.1	FtsW.8
FtsW	WP_166061906.1	FtsW.8
FtsW	WP_246415526.1	FtsW.8
FtsW	WP_006739681.1	FtsW.8
FtsW	WP_023390829.1	FtsW.8
FtsW	WP_120784561.1	FtsW.8
FtsW	WP_197113988.1	FtsW.8
FtsW	WP_041500878.1	FtsW.8
FtsW	WP_070230520.1	FtsW.8
FtsW	WP_199542490.1	FtsW.8
FtsW	WP_213809244.1	FtsW.8
FtsW	WP_080881481.1	FtsW.8
FtsW	WP_057872519.1	FtsW.8
FtsW	WP_213409109.1	FtsW.8
FtsW	WP_187329029.1	FtsW.8
FtsW	WP_013103083.1	FtsW.8
FtsW	WP_057753754.1	FtsW.8
FtsW	WP_074533636.1	FtsW.8
FtsW	WP_133264192.1	FtsW.8
FtsW	WP_125712605.1	FtsW.8
FtsW	WP_125713544.1	FtsW.8
FtsW	WP_008469425.1	FtsW.8
FtsW	WP_013437595.1	FtsW.8
FtsW	WP_261806958.1	FtsW.8
FtsW	WP_056983643.1	FtsW.8
FtsW	WP_025014418.1	FtsW.8
FtsW	WP_146566169.1	FtsW.8
FtsW	WP_237396085.1	FtsW.8
FtsW	WP_014974911.1	FtsW.8
FtsW	WP_230913670.1	FtsW.8
FtsW	WP_002356686.1	FtsW.9
FtsW	WP_088268916.1	FtsW.9
FtsW	WP_208927836.1	FtsW.9
FtsW	WP_071877821.1	FtsW.9
FtsW	WP_069653001.1	FtsW.9
FtsW	WP_069640814.1	FtsW.9
FtsW	WP_069644891.1	FtsW.9
FtsW	WP_010764738.1	FtsW.9
FtsW	WP_010772712.1	FtsW.9
FtsW	WP_069662799.1	FtsW.9
FtsW	WP_010761149.1	FtsW.9
FtsW	WP_035010697.1	FtsW.9
FtsW	WP_069633535.1	FtsW.9
FtsW	WP_209556726.1	FtsW.9
FtsW	WP_069698374.1	FtsW.9
FtsW	WP_114524469.1	FtsW.9
FtsW	WP_010739098.1	FtsW.9
FtsW	WP_137612966.1	FtsW.9
FtsW	WP_216429100.1	FtsW.9
FtsW	WP_071858772.1	FtsW.9
FtsW	WP_137665794.1	FtsW.9
FtsW	WP_067622515.1	FtsW.9
FtsW	WP_218255593.1	FtsW.9
FtsW	WP_137608399.1	FtsW.9
FtsW	WP_137618561.1	FtsW.9
FtsW	WP_002292201.1	FtsW.9
FtsW	WP_016180308.1	FtsW.9
FtsW	WP_005876506.1	FtsW.9
FtsW	WP_045135980.1	FtsW.9
FtsW	WP_067481268.1	FtsW.9
FtsW	WP_010758940.1	FtsW.9
FtsW	WP_067391673.1	FtsW.9
FtsW	WP_146622982.1	FtsW.9
FtsW	WP_071867119.1	FtsW.9
FtsW	WP_010719353.1	FtsW.9
FtsW	WP_010751144.1	FtsW.9
FtsW	WP_126811987.1	FtsW.9
FtsW	WP_122645107.1	FtsW.9
FtsW	WP_071856156.1	FtsW.9
FtsW	WP_125983102.1	FtsW.9
FtsW	WP_016171764.1	FtsW.9
FtsW	WP_010768503.1	FtsW.9
FtsW	WP_126794759.1	FtsW.9
FtsW	WP_166035176.1	FtsW.9
FtsW	WP_071863839.1	FtsW.9
FtsW	WP_005225982.1	FtsW.9
FtsW	WP_218325323.1	FtsW.9
FtsW	WP_173103184.1	FtsW.9
FtsW	WP_077454538.1	FtsW.9
FtsW	WP_048605097.1	FtsW.9
FtsW	WP_137605293.1	FtsW.9
FtsW	WP_275470344.1	FtsW.9
FtsW	WP_136135938.1	FtsW.9
FtsW	WP_003126454.1	FtsW.9
FtsW	WP_125943790.1	FtsW.9
FtsW	WP_126831137.1	FtsW.9
FtsW	WP_126778842.1	FtsW.9
FtsW	WP_166007710.1	FtsW.9
FtsW	WP_077275337.1	FtsW.9
FtsW	WP_257699457.1	FtsW.9
FtsW	WP_209527292.1	FtsW.9
FtsW	WP_125956167.1	FtsW.9
FtsW	WP_071456540.1	FtsW.9
FtsW	WP_126826879.1	FtsW.9
FtsW	WP_114290389.1	FtsW.9
FtsW	WP_079345259.1	FtsW.9
FtsW	WP_124005656.1	FtsW.9
FtsW	WP_275468701.1	FtsW.9
FtsW	WP_188367874.1	FtsW.9
FtsW	WP_002263315.1	FtsW.9
FtsW	WP_146566835.1	FtsW.9
FtsW	WP_123936482.1	FtsW.9
FtsW	WP_116878241.1	FtsW.9
FtsW	WP_000687014.1	FtsW.9
FtsW	WP_067060852.1	FtsW.9
FtsW	WP_004234541.1	FtsW.9
FtsW	WP_209626537.1	FtsW.9
FtsW	WP_027976425.1	FtsW.9
FtsW	WP_057490568.1	FtsW.9
FtsW	WP_204653456.1	FtsW.9
FtsW	WP_003087523.1	FtsW.9
FtsW	WP_018030179.1	FtsW.9
FtsW	WP_205017230.1	FtsW.9
FtsW	WP_071131044.1	FtsW.9
FtsW	WP_135782563.1	FtsW.9
FtsW	WP_062707336.1	FtsW.9
FtsW	WP_006269675.1	FtsW.9
FtsW	WP_037614437.1	FtsW.9
FtsW	WP_161868727.1	FtsW.9
FtsW	WP_000703355.1	FtsW.9
FtsW	WP_018375939.1	FtsW.9
FtsW	WP_016174852.1	FtsW.9
FtsW	WP_003101191.1	FtsW.9
FtsW	WP_018380386.1	FtsW.9
FtsW	WP_074485992.1	FtsW.9
FtsW	WP_219966561.1	FtsW.9
FtsW	WP_012291629.1	FtsW.9
FtsW	WP_018365714.1	FtsW.9
FtsW	WP_166735816.1	FtsW.9
FtsW	WP_165994223.1	FtsW.9
FtsW	WP_054278450.1	FtsW.9
FtsW	WP_126807374.1	FtsW.9
FtsW	WP_121836355.1	FtsW.9
FtsW	WP_019773054.1	FtsW.9
FtsW	WP_018377185.1	FtsW.9
FtsW	WP_071793421.1	FtsW.9
FtsW	WP_071793421.1	FtsW.9
FtsW	WP_068706642.1	FtsW.9
FtsW	WP_115271589.1	FtsW.9
FtsW	WP_205009395.1	FtsW.9
FtsW	WP_037598932.1	FtsW.9
FtsW	WP_202585017.1	FtsW.9
FtsW	WP_040841448.1	FtsW.9
FtsW	WP_045759674.1	FtsW.9
FtsW	WP_002996833.1	FtsW.9
FtsW	WP_104968188.1	FtsW.9
FtsW	WP_006740059.1	FtsW.9
FtsW	WP_013903874.1	FtsW.9
FtsW	WP_018167093.1	FtsW.9
FtsW	WP_040832037.1	FtsW.9
FtsW	WP_071873705.1	FtsW.9
FtsW	WP_140834481.1	FtsW.9
FtsW	WP_003023926.1	FtsW.9
FtsW	WP_140814172.1	FtsW.9
FtsW	WP_135253753.1	FtsW.9
FtsW	WP_159564238.1	FtsW.9
FtsW	WP_027970489.1	FtsW.9
FtsW	WP_075567467.1	FtsW.9
FtsW	WP_041827132.1	FtsW.9
FtsW	WP_024343772.1	FtsW.9
FtsW	WP_200772655.1	FtsW.9
FtsW	WP_018373824.1	FtsW.9
FtsW	WP_251712704.1	FtsW.9
FtsW	WP_014124897.1	FtsW.9
FtsW	WP_068991465.1	FtsW.9
FtsW	WP_199542584.1	FtsW.9
FtsW	WP_003047604.1	FtsW.9
FtsW	WP_126467335.1	FtsW.9
FtsW	WP_014634011.1	FtsW.9
FtsW	WP_202230704.1	FtsW.9
FtsW	WP_024053047.1	FtsW.9
FtsW	WP_037621551.1	FtsW.9
FtsW	WP_070791330.1	FtsW.9
FtsW	WP_186832660.1	FtsW.9
FtsW	WP_212570714.1	FtsW.9
FtsW	WP_002990545.1	FtsW.9
FtsW	WP_253363696.1	FtsW.9
FtsW	WP_209550913.1	FtsW.9
FtsW	WP_078807531.1	FtsW.9
FtsW	WP_084887824.1	FtsW.9
FtsW	WP_003059948.1	FtsW.9
FtsW	WP_039696546.1	FtsW.9
FtsW	WP_007208209.1	FtsW.9
FtsW	WP_000703371.1	FtsW.9
FtsW	WP_004227577.1	FtsW.9
FtsW	WP_012678178.1	FtsW.9
FtsW	WP_120771111.1	FtsW.9
FtsW	WP_043895281.1	FtsW.9
FtsW	WP_041972840.1	FtsW.9
FtsW	WP_041972840.1	FtsW.9
FtsW	WP_213495575.1	FtsW.9
FtsW	WP_012962220.1	FtsW.9
FtsW	WP_142766396.1	FtsW.9
FtsW	WP_039984885.1	FtsW.9
FtsW	WP_115242523.1	FtsW.9
FtsW	WP_120718799.1	FtsW.9
FtsW	WP_006148409.1	FtsW.9
FtsW	WP_018372033.1	FtsW.9
FtsW	WP_042217366.1	FtsW.9
FtsW	WP_019294148.1	FtsW.9
FtsW	WP_079507018.1	FtsW.9
FtsW	WP_024057920.1	FtsW.9
FtsW	WP_075104874.1	FtsW.9
FtsW	WP_018364056.1	FtsW.9
FtsW	WP_096814749.1	FtsW.9
FtsW	WP_120701758.1	FtsW.9
FtsW	WP_060554005.1	FtsW.9
FtsW	WP_006145440.1	FtsW.9
FtsW	WP_029690845.1	FtsW.9
FtsW	WP_117744475.1	FtsW.9
FtsW	WP_109835001.1	FtsW.9
FtsW	WP_132973211.1	FtsW.9
FtsW	WP_043878443.1	FtsW.9
FtsW	WP_109289950.1	FtsW.9
FtsW	WP_125430000.1	FtsW.9
FtsW	WP_018367991.1	FtsW.9
FtsW	WP_051177045.1	FtsW.9
FtsW	WP_002899980.1	FtsW.9
FtsW	WP_027973460.1	FtsW.9
FtsW	WP_018451621.1	FtsW.9
FtsW	WP_120770130.1	FtsW.9
FtsW	WP_000703344.1	FtsW.9
FtsW	WP_004233960.1	FtsW.9
FtsW	WP_070787839.1	FtsW.9
FtsW	WP_018369407.1	FtsW.9
FtsW	WP_160333278.1	FtsW.9
FtsW	WP_199574769.1	FtsW.9
FtsW	WP_126404552.1	FtsW.9
FtsW	WP_203180642.1	FtsW.9
FtsW	WP_233419280.1	FtsW.9
FtsW	WP_154454186.1	FtsW.9
FtsW	WP_168549970.1	FtsW.9
FtsW	WP_068160461.1	FtsW.9
FtsW	WP_016252118.1	FtsW.9
FtsW	WP_093651431.1	FtsW.9
FtsW	WP_005590688.1	FtsW.9
FtsW	WP_199567097.1	FtsW.9
FtsW	WP_016185399.1	FtsW.9
FtsW	WP_119876849.1	FtsW.9
FtsW	WP_075524492.1	FtsW.9
FtsW	WP_237395955.1	FtsW.9
FtsW	WP_028789379.1	FtsW.9
FtsW	WP_011922075.1	FtsW.9
FtsW	WP_125956724.1	FtsW.9
FtsW	WP_067089185.1	FtsW.9
FtsW	WP_075098461.1	FtsW.9
FtsW	WP_257699712.1	FtsW.9
FtsW	WP_153495598.1	FtsW.9
FtsW	WP_120171998.1	FtsW.9
FtsW	WP_076995545.1	FtsW.9
FtsW	WP_213534372.1	FtsW.9
FtsW	WP_096816803.1	FtsW.9
FtsW	WP_136952869.1	FtsW.9
FtsW	WP_034559328.1	FtsW.9
FtsW	WP_079348055.1	FtsW.9
FtsW	WP_071457101.1	FtsW.9
FtsW	WP_040525550.1	FtsW.9
FtsW	WP_094784041.1	FtsW.9
FtsW	WP_031366086.1	FtsW.9
FtsW	WP_077276789.1	FtsW.9
FtsW	WP_165866638.1	FtsW.9
FtsW	WP_034569302.1	FtsW.9
FtsW	WP_068280384.1	FtsW.9
FtsW	WP_109246272.1	FtsW.9
FtsW	WP_012897351.1	FtsW.9
FtsW	WP_058203638.1	FtsW.9
FtsW	WP_061774881.1	FtsW.9
FtsW	WP_225418509.1	FtsW.9
FtsW	WP_232219609.1	FtsW.9
FtsW	WP_183539860.1	FtsW.9
FtsW	WP_034550588.1	FtsW.9
FtsW	WP_083485595.1	FtsW.9
FtsW	WP_035022410.1	FtsW.9
FtsW	WP_021036850.1	FtsW.9
FtsW	WP_172357411.1	FtsW.9
FtsW	WP_137637721.1	FtsW.9
FtsW	WP_057907895.1	FtsW.9
FtsW	WP_166035729.1	FtsW.9
FtsW	WP_125548827.1	FtsW.9
FtsW	WP_007722522.1	FtsW.9
FtsW	WP_137645507.1	FtsW.9
FtsW	WP_203631053.1	FtsW.9
FtsW	WP_027107589.1	FtsW.9
FtsW	WP_034548408.1	FtsW.9
FtsW	WP_029778828.1	FtsW.9
FtsW	WP_023177548.1	FtsW.9
FtsW	WP_234987906.1	FtsW.9
FtsW	WP_208422359.1	FtsW.9
FtsW	WP_029508391.1	FtsW.9
FtsW	WP_035028626.1	FtsW.9
FtsW	WP_137597952.1	FtsW.9
FtsW	WP_126791428.1	FtsW.9
FtsW	WP_050338432.1	FtsW.9
FtsW	WP_056946084.1	FtsW.9
FtsW	WP_056946084.1	FtsW.9
FtsW	WP_172208051.1	FtsW.9
FtsW	WP_130843884.1	FtsW.9
FtsW	WP_125071041.1	FtsW.9
FtsW	WP_004270744.1	FtsW.9
FtsW	WP_041093818.1	FtsW.9
FtsW	WP_178914233.1	FtsW.9
FtsW	WP_150391698.1	FtsW.9
FtsW	WP_047999985.1	FtsW.9
FtsW	WP_072693488.1	FtsW.9
FtsW	WP_051926659.1	FtsW.9
FtsW	WP_178942398.1	FtsW.9
FtsW	WP_057706648.1	FtsW.9
FtsW	WP_040534169.1	FtsW.9
FtsW	WP_057824364.1	FtsW.9
FtsW	WP_057890365.1	FtsW.9
FtsW	WP_008473323.1	FtsW.9
FtsW	WP_207027620.1	FtsW.9
FtsW	WP_137629549.1	FtsW.9
FtsW	WP_125552199.1	FtsW.9
FtsW	WP_003645668.1	FtsW.9
FtsW	WP_008841335.1	FtsW.9
FtsW	WP_021732077.1	FtsW.9
FtsW	WP_010009695.1	FtsW.9
FtsW	WP_008855536.1	FtsW.9
FtsW	WP_137607269.1	FtsW.9
FtsW	WP_057904810.1	FtsW.9
FtsW	WP_047390141.1	FtsW.9
FtsW	WP_006730023.1	FtsW.9
FtsW	WP_003555242.1	FtsW.9
FtsW	WP_119093099.1	FtsW.9
FtsW	WP_177194334.1	FtsW.9
FtsW	WP_005710125.1	FtsW.9
FtsW	WP_011161858.1	FtsW.9
FtsW	WP_094498482.1	FtsW.9
FtsW	WP_020088768.1	FtsW.9
FtsW	WP_251717052.1	FtsW.9
FtsW	WP_003647126.1	FtsW.9
FtsW	WP_137643353.1	FtsW.9
FtsW	WP_040456838.1	FtsW.9
FtsW	WP_011674463.1	FtsW.9
FtsW	WP_092481146.1	FtsW.9
FtsW	WP_035429640.1	FtsW.9
FtsW	WP_057896596.1	FtsW.9
FtsW	WP_057798704.1	FtsW.9
FtsW	WP_106483268.1	FtsW.9
FtsW	WP_008210727.1	FtsW.9
FtsW	WP_125700047.1	FtsW.9
FtsW	WP_010764648.1	FtsW.9
FtsW	WP_057733708.1	FtsW.9
FtsW	WP_056981563.1	FtsW.9
FtsW	WP_008469492.1	FtsW.9
FtsW	WP_261810848.1	FtsW.9
FtsW	WP_057804031.1	FtsW.9
FtsW	WP_125767744.1	FtsW.9
FtsW	WP_168850144.1	FtsW.9
FtsW	WP_086941689.1	FtsW.9
FtsW	WP_212780624.1	FtsW.9
FtsW	WP_009559951.1	FtsW.9
FtsW	WP_135370961.1	FtsW.9
FtsW	WP_108031453.1	FtsW.9
FtsW	WP_034526267.1	FtsW.9
FtsW	WP_048702807.1	FtsW.9
FtsW	WP_057802698.1	FtsW.9
FtsW	WP_092651190.1	FtsW.9
FtsW	WP_057730612.1	FtsW.9
FtsW	WP_125572763.1	FtsW.9
FtsW	WP_065902979.1	FtsW.9
FtsW	WP_125601702.1	FtsW.9
FtsW	WP_054654660.1	FtsW.9
FtsW	WP_057717490.1	FtsW.9
FtsW	WP_125578619.1	FtsW.9
FtsW	WP_129300889.1	FtsW.9
FtsW	WP_057824118.1	FtsW.9
FtsW	WP_137630347.1	FtsW.9
FtsW	WP_125546930.1	FtsW.9
FtsW	WP_057757416.1	FtsW.9
FtsW	WP_150204217.1	FtsW.9
FtsW	WP_086985335.1	FtsW.9
FtsW	WP_235807237.1	FtsW.9
FtsW	WP_003690401.1	FtsW.9
FtsW	WP_044112497.1	FtsW.9
FtsW	WP_011673525.1	FtsW.9
FtsW	WP_223901818.1	FtsW.9
FtsW	WP_056967706.1	FtsW.9
FtsW	WP_129031890.1	FtsW.9
FtsW	WP_125693671.1	FtsW.9
FtsW	WP_056952085.1	FtsW.9
FtsW	WP_106448744.1	FtsW.9
FtsW	WP_057909546.1	FtsW.9
FtsW	WP_223896615.1	FtsW.9
FtsW	WP_006586583.1	FtsW.9
FtsW	WP_046332040.1	FtsW.9
FtsW	WP_069646503.1	FtsW.9
FtsW	WP_034542769.1	FtsW.9
FtsW	WP_155430626.1	FtsW.9
FtsW	WP_125566610.1	FtsW.9
FtsW	WP_025012968.1	FtsW.9
FtsW	WP_090091816.1	FtsW.9
FtsW	WP_025084714.1	FtsW.9
FtsW	WP_125682551.1	FtsW.9
FtsW	WP_137625871.1	FtsW.9
FtsW	WP_106193451.1	FtsW.9
FtsW	WP_056962336.1	FtsW.9
FtsW	WP_109249385.1	FtsW.9
FtsW	WP_057777476.1	FtsW.9
FtsW	WP_083478943.1	FtsW.9
FtsW	WP_318238869.1	FtsW.9
FtsW	WP_125579722.1	FtsW.9
FtsW	WP_208909420.1	FtsW.9
FtsW	WP_269026170.1	FtsW.9
FtsW	WP_125707082.1	FtsW.9
FtsW	WP_045928021.1	FtsW.9
FtsW	WP_006584547.1	FtsW.9
FtsW	WP_169790474.1	FtsW.9
FtsW	WP_227361361.1	FtsW.9
FtsW	WP_057864614.1	FtsW.9
FtsW	WP_125577198.1	FtsW.9
FtsW	WP_057893574.1	FtsW.9
FtsW	WP_076617528.1	FtsW.9
FtsW	WP_057877524.1	FtsW.9
FtsW	WP_236048849.1	FtsW.9
FtsW	WP_125582885.1	FtsW.9
FtsW	WP_204118781.1	FtsW.9
FtsW	WP_223876789.1	FtsW.9
FtsW	WP_125685681.1	FtsW.9
FtsW	WP_125639830.1	FtsW.9
FtsW	WP_056982177.1	FtsW.9
FtsW	WP_065990423.1	FtsW.9
FtsW	WP_056960117.1	FtsW.9
FtsW	WP_021741119.1	FtsW.9
FtsW	WP_203637299.1	FtsW.9
FtsW	WP_068623649.1	FtsW.9
FtsW	WP_191683786.1	FtsW.9
FtsW	WP_125762981.1	FtsW.9
FtsW	WP_121977524.1	FtsW.9
FtsW	WP_107995849.1	FtsW.9
FtsW	WP_155285890.1	FtsW.9
FtsW	WP_011254265.1	FtsW.9
FtsW	WP_095339449.1	FtsW.9
FtsW	WP_125707872.1	FtsW.9
FtsW	WP_208559810.1	FtsW.9
FtsW	WP_014565732.1	FtsW.9
FtsW	WP_125702605.1	FtsW.9
FtsW	WP_048735856.1	FtsW.9
FtsW	WP_251574515.1	FtsW.9
FtsW	WP_061775913.1	FtsW.9
FtsW	WP_137641297.1	FtsW.9
FtsW	WP_091482012.1	FtsW.9
FtsW	WP_137616342.1	FtsW.9
FtsW	WP_208559809.1	FtsW.9
FtsW	WP_225419233.1	FtsW.9
FtsW	WP_014919014.1	FtsW.9
FtsW	WP_025014363.1	FtsW.9
FtsW	WP_136136815.1	FtsW.9
FtsW	WP_235808720.1	FtsW.9
FtsW	WP_220221097.1	FtsW.9
FtsW	WP_057811108.1	FtsW.9
FtsW	WP_122481130.1	FtsW.9
FtsW	WP_003700026.1	FtsW.9
FtsW	WP_013727564.1	FtsW.9
FtsW	WP_203646921.1	FtsW.9
FtsW	WP_147206758.1	FtsW.9
FtsW	WP_046872191.1	FtsW.9
FtsW	WP_071876397.1	FtsW.9
FtsW	WP_068562190.1	FtsW.9
FtsW	WP_125008843.1	FtsW.9
FtsW	WP_253359604.1	FtsW.9
FtsW	WP_035178226.1	FtsW.9
FtsW	WP_056977975.1	FtsW.9
FtsW	WP_025079983.1	FtsW.9
FtsW	WP_203641867.1	FtsW.9
FtsW	WP_014215308.1	FtsW.9
FtsW	WP_182597925.1	FtsW.9
FtsW	WP_057773581.1	FtsW.9
FtsW	WP_069638575.1	FtsW.9
FtsW	WP_069652955.1	FtsW.9
FtsW	WP_239457939.1	FtsW.9
FtsW	WP_089109204.1	FtsW.9
FtsW	WP_025870888.1	FtsW.9
FtsW	WP_120784224.1	FtsW.9
FtsW	WP_225353402.1	FtsW.9
FtsW	WP_143463213.1	FtsW.9
FtsW	WP_010620062.1	FtsW.9
FtsW	WP_125607599.1	FtsW.9
FtsW	WP_057880154.1	FtsW.9
FtsW	WP_056974936.1	FtsW.9
FtsW	WP_056941288.1	FtsW.9
FtsW	WP_201247478.1	FtsW.9
FtsW	WP_057870937.1	FtsW.9
FtsW	WP_235725532.1	FtsW.9
FtsW	WP_057891095.1	FtsW.9
FtsW	WP_235804655.1	FtsW.9
FtsW	WP_235184225.1	FtsW.9
FtsW	WP_081446180.1	FtsW.9
FtsW	WP_057807923.1	FtsW.9
FtsW	WP_261805773.1	FtsW.9
FtsW	WP_191912627.1	FtsW.9
FtsW	WP_057868996.1	FtsW.9
FtsW	WP_083490451.1	FtsW.9
FtsW	WP_182580063.1	FtsW.9
FtsW	WP_047769064.1	FtsW.9
FtsW	WP_026142793.1	FtsW.9
FtsW	WP_242336544.1	FtsW.9
FtsW	WP_164478839.1	FtsW.9
FtsW	WP_232843558.1	FtsW.9
FtsW	WP_039933266.1	FtsW.9
FtsW	WP_011374777.1	FtsW.9
FtsW	WP_054736108.1	FtsW.9
FtsW	WP_172187165.1	FtsW.9
FtsW	WP_102195570.1	FtsW.9
FtsW	WP_203649024.1	FtsW.9
FtsW	WP_054681248.1	FtsW.9
FtsW	WP_089120870.1	FtsW.9
FtsW	WP_109918321.1	FtsW.9
FtsW	WP_057768819.1	FtsW.9
FtsW	WP_125703644.1	FtsW.9
FtsW	WP_041499435.1	FtsW.9
FtsW	WP_056936989.1	FtsW.9
FtsW	WP_075887777.1	FtsW.9
FtsW	WP_120142290.1	FtsW.9
FtsW	WP_057808165.1	FtsW.9
FtsW	WP_137610504.1	FtsW.9
FtsW	WP_013773980.1	FtsW.9
FtsW	WP_267201394.1	FtsW.9
FtsW	WP_027825475.1	FtsW.9
FtsW	WP_029604896.1	FtsW.9
FtsW	WP_135368668.1	FtsW.9
