RepName	Prediction	RepSeq	Total	SeqList
FtsA.2	FtsA	WP_125599240.1	8	['WP_125599240.1', 'WP_125578213.1', 'WP_125766571.1', 'WP_125648994.1', 'WP_125605306.1', 'WP_057825460.1', 'WP_057757558.1', 'WP_261805739.1']
FtsA.3	FtsA	WP_176589763.1	412	['WP_176589763.1', 'WP_138726609.1', 'WP_034531792.1', 'WP_009553646.1', 'WP_025021652.1', 'WP_035189816.1', 'WP_057886920.1', 'WP_057870912.1', 'WP_010580154.1', 'WP_281164894.1', 'WP_260903119.1', 'WP_253359714.1', 'WP_025013181.1', 'WP_003565166.1', 'WP_054676374.1', 'WP_125571960.1', 'WP_125750360.1', 'WP_125581067.1', 'WP_125707170.1', 'WP_125696251.1', 'WP_127848889.1', 'WP_005689149.1', 'WP_056962240.1', 'WP_203627863.1', 'WP_204119209.1', 'WP_129300851.1', 'WP_070651786.1', 'WP_054643642.1', 'WP_041499473.1', 'WP_048702742.1', 'WP_010623866.1', 'WP_057765615.1', 'WP_025084739.1', 'WP_057880128.1', 'WP_056979687.1', 'WP_075887787.1', 'WP_076617633.1', 'WP_056952047.1', 'WP_010020115.1', 'WP_099974642.1', 'WP_057739296.1', 'WP_102197181.1', 'WP_119318923.1', 'WP_120142243.1', 'WP_125567717.1', 'WP_125676596.1', 'WP_125769640.1', 'WP_125702543.1', 'WP_125707953.1', 'WP_125762652.1', 'WP_125589515.1', 'WP_125592316.1', 'WP_125712659.1', 'WP_119326929.1', 'WP_129044828.1', 'WP_135370931.1', 'WP_137610536.1', 'WP_057812032.1', 'WP_057891050.1', 'WP_057887327.1', 'WP_153522170.1', 'WP_182083158.1', 'WP_056988911.1', 'WP_057893536.1', 'WP_056978012.1', 'WP_125755516.1', 'WP_125584882.1', 'WP_260344692.1', 'WP_014215278.1', 'WP_011673540.1', 'WP_057802671.1', 'WP_057806904.1', 'WP_057799756.1', 'WP_057752235.1', 'WP_062913079.1', 'WP_057773056.1', 'WP_057783928.1', 'WP_002830515.1', 'WP_155285919.1', 'WP_056992213.1', 'WP_252767008.1', 'WP_252750418.1', 'WP_252796554.1', 'WP_252795389.1', 'WP_252779669.1', 'WP_125714227.1', 'WP_082593148.1', 'WP_056948162.1', 'WP_035451562.1', 'WP_054736865.1', 'WP_057768700.1', 'WP_056996741.1', 'WP_068280369.1', 'WP_065903914.1', 'WP_089109161.1', 'WP_089120840.1', 'WP_098825154.1', 'WP_125980241.1', 'WP_056965897.1', 'WP_089137018.1', 'WP_137630508.1', 'WP_057907810.1', 'WP_011374457.1', 'WP_155432176.1', 'WP_172187233.1', 'WP_203649093.1', 'WP_230912535.1', 'WP_168925586.1', 'WP_106483119.1', 'WP_208422069.1', 'WP_168722406.1', 'WP_279232841.1', 'WP_230096398.1', 'WP_230098331.1', 'WP_150391685.1', 'WP_022528104.1', 'WP_057818214.1', 'WP_056957546.1', 'WP_009167173.1', 'WP_039144905.1', 'WP_065866202.1', 'WP_220729896.1', 'WP_035168572.1', 'WP_053950251.1', 'WP_172633898.1', 'WP_191980530.1', 'WP_225427280.1', 'WP_176744959.1', 'WP_174659006.1', 'WP_105956272.1', 'WP_125008798.1', 'WP_225425023.1', 'WP_105987535.1', 'WP_140924199.1', 'WP_179286780.1', 'WP_187117446.1', 'WP_225355045.1', 'WP_013727515.1', 'WP_249511686.1', 'WP_286136478.1', 'WP_057896619.1', 'WP_056960001.1', 'WP_059349047.1', 'WP_060776239.1', 'WP_003143554.1', 'WP_092652582.1', 'WP_092091947.1', 'WP_084098767.1', 'WP_070485705.1', 'WP_220750940.1', 'WP_056966024.1', 'WP_120784199.1', 'WP_227361330.1', 'WP_225047372.1', 'WP_125703115.1', 'WP_179395268.1', 'WP_262316767.1', 'WP_133441445.1', 'WP_109249352.1', 'WP_260116239.1', 'WP_009490055.1', 'WP_071865933.1', 'WP_137612674.1', 'WP_126831408.1', 'WP_015510163.1', 'WP_002355898.1', 'WP_010762863.1', 'WP_010764043.1', 'WP_010767163.1', 'WP_010771244.1', 'WP_016172511.1', 'WP_010751484.1', 'WP_016183290.1', 'WP_016175669.1', 'WP_010754118.1', 'WP_016184571.1', 'WP_028789967.1', 'WP_025873352.1', 'WP_048604883.1', 'WP_208926962.1', 'WP_068707092.1', 'WP_067395327.1', 'WP_069029136.1', 'WP_069646235.1', 'WP_069655292.1', 'WP_069639243.1', 'WP_069634443.1', 'WP_069699179.1', 'WP_071456412.1', 'WP_071874971.1', 'WP_071856462.1', 'WP_007207103.1', 'WP_071855927.1', 'WP_071876636.1', 'WP_069661614.1', 'WP_079347405.1', 'WP_088269703.1', 'WP_071863629.1', 'WP_081133887.1', 'WP_010719776.1', 'WP_067480559.1', 'WP_003127640.1', 'WP_010780225.1', 'WP_123935899.1', 'WP_124005045.1', 'WP_125957083.1', 'WP_125943401.1', 'WP_125984422.1', 'WP_015695138.1', 'WP_126780662.1', 'WP_077276501.1', 'WP_126821833.1', 'WP_126808083.1', 'WP_126813318.1', 'WP_136137095.1', 'WP_137609823.1', 'WP_048604883.1', 'WP_137617543.1', 'WP_002286631.1', 'WP_161868325.1', 'WP_166008339.1', 'WP_166033677.1', 'WP_173102608.1', 'WP_126791102.1', 'WP_188367706.1', 'WP_204652934.1', 'WP_209527550.1', 'WP_209556154.1', 'WP_218324886.1', 'WP_002291855.1', 'WP_114289630.1', 'WP_081118410.1', 'WP_222317260.1', 'WP_257701532.1', 'WP_090402013.1', 'WP_275471060.1', 'WP_275469660.1', 'WP_071130827.1', 'WP_016251196.1', 'WP_122645331.1', 'WP_078806868.1', 'WP_089746020.1', 'WP_006703025.1', 'WP_022795441.1', 'WP_034558715.1', 'WP_062471254.1', 'WP_034569055.1', 'WP_106450701.1', 'WP_108031332.1', 'WP_107995928.1', 'WP_126111141.1', 'WP_086628332.1', 'WP_166163098.1', 'WP_166062112.1', 'WP_005605973.1', 'WP_087033366.1', 'WP_086985423.1', 'WP_086943370.1', 'WP_068623229.1', 'WP_068560031.1', 'WP_194176229.1', 'WP_007122880.1', 'WP_047767494.1', 'WP_057808104.1', 'WP_102281251.1', 'WP_041093891.1', 'WP_044011062.1', 'WP_010622427.1', 'WP_057777410.1', 'WP_137597170.1', 'WP_057809859.1', 'WP_150204237.1', 'WP_178914372.1', 'WP_182579984.1', 'WP_191337033.1', 'WP_267202090.1', 'WP_273645754.1', 'WP_178942284.1', 'WP_057890330.1', 'WP_191911586.1', 'WP_040408051.1', 'WP_025086870.1', 'WP_014073717.1', 'WP_027107361.1', 'WP_057744965.1', 'WP_057736021.1', 'WP_057906859.1', 'WP_057827725.1', 'WP_034986656.1', 'WP_057875841.1', 'WP_004048973.1', 'WP_124975030.1', 'WP_017868302.1', 'WP_035448953.1', 'WP_244055852.1', 'WP_280606155.1', 'WP_034990383.1', 'WP_010494665.1', 'WP_137643689.1', 'WP_010759617.1', 'WP_028273791.1', 'WP_024625020.1', 'WP_034526170.1', 'WP_045808017.1', 'WP_048000025.1', 'WP_048735809.1', 'WP_057161929.1', 'WP_225427589.1', 'WP_057733787.1', 'WP_056950457.1', 'WP_057804119.1', 'WP_235807198.1', 'WP_057874243.1', 'WP_057879409.1', 'WP_057706686.1', 'WP_067626235.1', 'WP_061775875.1', 'WP_003677490.1', 'WP_016180554.1', 'WP_050338395.1', 'WP_021741793.1', 'WP_125070973.1', 'WP_125763086.1', 'WP_125577063.1', 'WP_125546848.1', 'WP_125572723.1', 'WP_125581865.1', 'WP_125682641.1', 'WP_125688798.1', 'WP_125693744.1', 'WP_125548789.1', 'WP_125700084.1', 'WP_125552094.1', 'WP_125639718.1', 'WP_146622405.1', 'WP_135368465.1', 'WP_135253456.1', 'WP_136953579.1', 'WP_137625839.1', 'WP_137607301.1', 'WP_137616375.1', 'WP_137629317.1', 'WP_137640346.1', 'WP_137634807.1', 'WP_137637750.1', 'WP_130843169.1', 'WP_137645373.1', 'WP_088933045.1', 'WP_143463686.1', 'WP_054396400.1', 'WP_056944461.1', 'WP_147656526.1', 'WP_057730538.1', 'WP_057903553.1', 'WP_053566781.1', 'WP_182150608.1', 'WP_203630982.1', 'WP_203637258.1', 'WP_125763086.1', 'WP_203641912.1', 'WP_216428439.1', 'WP_218256097.1', 'WP_168850081.1', 'WP_261810247.1', 'WP_208909380.1', 'WP_269023523.1', 'WP_056988447.1', 'WP_057973875.1', 'WP_225419032.1', 'WP_004900473.1', 'WP_013102612.1', 'WP_013231739.1', 'WP_010687858.1', 'WP_089938774.1', 'WP_010007740.1', 'WP_014974587.1', 'WP_029509126.1', 'WP_148603681.1', 'WP_105296154.1', 'WP_010291922.1', 'WP_168675785.1', 'WP_220734289.1', 'WP_220740155.1', 'WP_220742443.1', 'WP_204768989.1', 'WP_188356998.1', 'WP_072613965.1', 'WP_191683692.1', 'WP_251576479.1', 'WP_057869022.1', 'WP_057828953.1', 'WP_010077849.1', 'WP_093625641.1', 'WP_057752638.1', 'WP_033934922.1', 'WP_023466463.1', 'WP_056968917.1', 'WP_056957118.1', 'WP_054653840.1', 'WP_056937014.1', 'WP_204776037.1', 'WP_019205102.1', 'WP_057740815.1', 'WP_003668317.1', 'WP_182586103.1', 'WP_153710630.1', 'WP_153930179.1', 'WP_182595927.1', 'WP_153710630.1', 'WP_182578185.1', 'WP_076462282.1', 'WP_251547021.1']
FtsA.4	FtsA	WP_090290124.1	29	['WP_090290124.1', 'WP_006308022.1', 'WP_006907379.1', 'WP_023177391.1', 'WP_028119015.1', 'WP_034550722.1', 'WP_035053615.1', 'WP_035028875.1', 'WP_007723038.1', 'WP_067979858.1', 'WP_284630262.1', 'WP_092085131.1', 'WP_023390940.1', 'WP_218931095.1', 'WP_197116652.1', 'WP_035022193.1', 'WP_092479682.1', 'WP_034548212.1', 'WP_078756007.1', 'WP_085560269.1', 'WP_015075992.1', 'WP_153861825.1', 'WP_101954341.1', 'WP_124057549.1', 'WP_248416032.1', 'WP_006418259.1', 'WP_025728777.1', 'WP_118990869.1', 'WP_138403643.1']
FtsA.5	FtsA	WP_249514984.1	6	['WP_249514984.1', 'WP_045922890.1', 'WP_118908311.1', 'WP_176941850.1', 'WP_249512975.1', 'WP_046316655.1']
FtsA.6	FtsA	WP_121834451.1	144	['WP_121834451.1', 'WP_027971362.1', 'WP_027973279.1', 'WP_018367447.1', 'WP_003063703.1', 'WP_067063339.1', 'WP_116877872.1', 'WP_003063703.1', 'WP_039697286.1', 'WP_009853692.1', 'WP_199544442.1', 'WP_205009456.1', 'WP_205016362.1', 'WP_021141859.1', 'WP_172207955.1', 'WP_068164019.1', 'WP_094784079.1', 'WP_096039547.1', 'WP_096814725.1', 'WP_031366145.1', 'WP_079507074.1', 'WP_109835034.1', 'WP_172357479.1', 'WP_180747473.1', 'WP_165993642.1', 'WP_146567859.1', 'WP_187540823.1', 'WP_006149537.1', 'WP_025168791.1', 'WP_002900920.1', 'WP_000090408.1', 'WP_037615969.1', 'WP_045611159.1', 'WP_003025704.1', 'WP_068991446.1', 'WP_208912157.1', 'WP_007521209.1', 'WP_023022469.1', 'WP_020901691.1', 'WP_023026449.1', 'WP_033688313.1', 'WP_126466547.1', 'WP_000196334.1', 'WP_135781865.1', 'WP_140224369.1', 'WP_049535035.1', 'WP_140813795.1', 'WP_186832599.1', 'WP_024052068.1', 'WP_209626853.1', 'WP_128837062.1', 'WP_033688313.1', 'WP_000090384.1', 'WP_024391040.1', 'WP_253365938.1', 'WP_140224369.1', 'WP_075566033.1', 'WP_003032354.1', 'WP_013903213.1', 'WP_005592428.1', 'WP_003078418.1', 'WP_126403900.1', 'WP_000196346.1', 'WP_045773857.1', 'WP_251457931.1', 'WP_004257776.1', 'WP_261813930.1', 'WP_067088320.1', 'WP_018167769.1', 'WP_076995370.1', 'WP_212572380.1', 'WP_075099786.1', 'WP_153496744.1', 'WP_011835775.1', 'WP_070788252.1', 'WP_070793156.1', 'WP_096817781.1', 'WP_109245986.1', 'WP_120772316.1', 'WP_142767376.1', 'WP_183540681.1', 'WP_023889782.1', 'WP_075525316.1', 'WP_213496887.1', 'WP_213534628.1', 'WP_003132393.1', 'WP_017370566.1', 'WP_251420714.1', 'WP_251712482.1', 'WP_160332381.1', 'WP_012774997.1', 'WP_008090625.1', 'WP_003101035.1', 'WP_018365142.1', 'WP_018366887.1', 'WP_018369987.1', 'WP_018375921.1', 'WP_018378523.1', 'WP_018381294.1', 'WP_027975753.1', 'WP_027970651.1', 'WP_054278679.1', 'WP_093650850.1', 'WP_057490694.1', 'WP_000113466.1', 'WP_062709687.1', 'WP_075103999.1', 'WP_128833652.1', 'WP_102777475.1', 'WP_003108173.1', 'WP_104968311.1', 'WP_019773640.1', 'WP_119877046.1', 'WP_120171379.1', 'WP_003089351.1', 'WP_002264446.1', 'WP_164405418.1', 'WP_168549105.1', 'WP_012678306.1', 'WP_006531553.1', 'WP_003059854.1', 'WP_199575627.1', 'WP_159563962.1', 'WP_199567606.1', 'WP_168261277.1', 'WP_018165558.1', 'WP_018372944.1', 'WP_002996455.1', 'WP_004226796.1', 'WP_018370882.1', 'WP_003081242.1', 'WP_115243001.1', 'WP_018029375.1', 'WP_002983860.1', 'WP_020916374.1', 'WP_002884067.1', 'WP_003082824.1', 'WP_071792690.1', 'WP_006740312.1', 'WP_007894677.1', 'WP_011225777.1', 'WP_029691809.1', 'WP_003097444.1', 'WP_115270657.1']
FtsI.1	FtsI	WP_204776039.1	32	['WP_204776039.1', 'WP_019205097.1', 'WP_056995374.1', 'WP_056937019.1', 'WP_057777400.1', 'WP_010622432.1', 'WP_122481090.1', 'WP_182589007.1', 'WP_153710635.1', 'WP_191667668.1', 'WP_182595922.1', 'WP_182597963.1', 'WP_182578180.1', 'WP_076462292.1', 'WP_007122875.1', 'WP_260900411.1', 'WP_047767484.1', 'WP_057752624.1', 'WP_056968408.1', 'WP_057740806.1', 'WP_251547027.1', 'WP_182579989.1', 'WP_057808093.1', 'WP_191683687.1', 'WP_191337031.1', 'WP_102169024.1', 'WP_242336489.1', 'WP_251576469.1', 'WP_267202085.1', 'WP_023466465.1', 'WP_093625632.1', 'WP_102281243.1']
FtsI.2	FtsI	WP_022795447.1	1	['WP_022795447.1']
FtsI.3	FtsI	WP_023390946.1	16	['WP_023390946.1', 'WP_284630266.1', 'WP_078756012.1', 'WP_028119010.1', 'WP_006418457.1', 'WP_162890901.1', 'WP_101954347.1', 'WP_138403648.1', 'WP_218931100.1', 'WP_153861830.1', 'WP_248416026.1', 'WP_235991428.1', 'WP_006308028.1', 'WP_006907372.1', 'WP_124057543.1', 'WP_090290120.1']
FtsI.4	FtsI	WP_078806194.1	1	['WP_078806194.1']
FtsI.5	FtsI	WP_016184576.1	99	['WP_016184576.1', 'WP_010751489.1', 'WP_071855932.1', 'WP_081133892.1', 'WP_010719781.1', 'WP_067480544.1', 'WP_071865929.1', 'WP_049143629.1', 'WP_002329024.1', 'WP_016183295.1', 'WP_016251191.1', 'WP_007207108.1', 'WP_010767158.1', 'WP_071856467.1', 'WP_069639248.1', 'WP_010762858.1', 'WP_010764038.1', 'WP_010771239.1', 'WP_208926958.1', 'WP_069646239.1', 'WP_069655287.1', 'WP_069661610.1', 'WP_088269708.1', 'WP_069634438.1', 'WP_071876632.1', 'WP_016180549.1', 'WP_010759622.1', 'WP_067626243.1', 'WP_114524709.1', 'WP_146622409.1', 'WP_137609827.1', 'WP_137612678.1', 'WP_137617548.1', 'WP_088933049.1', 'WP_216428431.1', 'WP_218256104.1', 'WP_218324882.1', 'WP_010740487.1', 'WP_161868321.1', 'WP_010754123.1', 'WP_137605028.1', 'WP_048604879.1', 'WP_204652939.1', 'WP_122645335.1', 'WP_173102603.1', 'WP_016172516.1', 'WP_095007104.1', 'WP_188367702.1', 'WP_081118407.1', 'WP_015510166.1', 'WP_005471887.1', 'WP_126821821.1', 'WP_009490065.1', 'WP_002381310.1', 'WP_015695142.1', 'WP_209556158.1', 'WP_016175674.1', 'WP_067395337.1', 'WP_069699183.1', 'WP_071874975.1', 'WP_123935889.1', 'WP_244869442.1', 'WP_068707100.1', 'WP_069029138.1', 'WP_124005041.1', 'WP_208927544.1', 'WP_010761505.1', 'WP_010765068.1', 'WP_010772359.1', 'WP_069644594.1', 'WP_069654808.1', 'WP_083241970.1', 'WP_069665280.1', 'WP_069641263.1', 'WP_071878176.1', 'WP_088268633.1', 'WP_071456407.1', 'WP_079347396.1', 'WP_125957092.1', 'WP_257701552.1', 'WP_125943396.1', 'WP_126780652.1', 'WP_126808075.1', 'WP_126762598.1', 'WP_126813306.1', 'WP_135253461.1', 'WP_136953584.1', 'WP_239433774.1', 'WP_209529103.1', 'WP_114289635.1', 'WP_166033686.1', 'WP_126791112.1', 'WP_170167971.1', 'WP_125984427.1', 'WP_275469656.1', 'WP_166006222.1', 'WP_209527539.1', 'WP_275471055.1', 'WP_126831413.1']
FtsI.6	FtsI	WP_012897515.1	13	['WP_012897515.1', 'WP_021037012.1', 'WP_231097842.1', 'WP_120771945.1', 'WP_096818977.1', 'WP_153496586.1', 'WP_213535124.1', 'WP_251420849.1', 'WP_042219413.1', 'WP_213495359.1', 'WP_019293742.1', 'WP_251712086.1', 'WP_109245286.1']
FtsI.7	FtsI	WP_010757012.1	1	['WP_010757012.1']
FtsI.8	FtsI	WP_208422072.1	86	['WP_208422072.1', 'WP_056965908.1', 'WP_057907805.1', 'WP_057768705.1', 'WP_125548784.1', 'WP_057874248.1', 'WP_003677482.1', 'WP_125552089.1', 'WP_137637755.1', 'WP_025015841.1', 'WP_106483115.1', 'WP_003565156.1', 'WP_025013185.1', 'WP_047677961.1', 'WP_129300846.1', 'WP_070651783.1', 'WP_040534151.1', 'WP_057818225.1', 'WP_223850037.1', 'WP_056950444.1', 'WP_057002284.1', 'WP_125714237.1', 'WP_230912540.1', 'WP_125567727.1', 'WP_041499479.1', 'WP_034543890.1', 'WP_235700548.1', 'WP_225972203.1', 'WP_125762662.1', 'WP_125589505.1', 'WP_125676605.1', 'WP_048702733.1', 'WP_010623872.1', 'WP_235805152.1', 'WP_054643645.1', 'WP_057880132.1', 'WP_075887789.1', 'WP_256970545.1', 'WP_010020122.1', 'WP_083477945.1', 'WP_102197185.1', 'WP_119318927.1', 'WP_120142239.1', 'WP_125769650.1', 'WP_125702533.1', 'WP_125707963.1', 'WP_125592325.1', 'WP_225426992.1', 'WP_119326934.1', 'WP_135370926.1', 'WP_137610540.1', 'WP_057812040.1', 'WP_057891046.1', 'WP_057887323.1', 'WP_153384365.1', 'WP_182083157.1', 'WP_125766576.1', 'WP_125649009.1', 'WP_125980232.1', 'WP_068224858.1', 'WP_129044824.1', 'WP_099974638.1', 'WP_057825469.1', 'WP_125578218.1', 'WP_125605297.1', 'WP_057757574.1', 'WP_057903548.1', 'WP_203637161.1', 'WP_125696255.1', 'WP_056962244.1', 'WP_125750345.1', 'WP_125707180.1', 'WP_225047377.1', 'WP_262316762.1', 'WP_056968913.1', 'WP_056957122.1', 'WP_125581077.1', 'WP_056988915.1', 'WP_125755526.1', 'WP_125584877.1', 'WP_204119204.1', 'WP_261805733.1', 'WP_125599227.1', 'WP_056974912.1', 'WP_056946062.1', 'WP_056946062.1']
FtsI.9	FtsI	WP_187286363.1	30	['WP_187286363.1', 'WP_013231740.1', 'WP_010687863.1', 'WP_014974592.1', 'WP_095653109.1', 'WP_004904266.1', 'WP_031941280.1', 'WP_168675790.1', 'WP_220734286.1', 'WP_220740165.1', 'WP_220742440.1', 'WP_204768984.1', 'WP_188356994.1', 'WP_089938764.1', 'WP_133264401.1', 'WP_148603671.1', 'WP_041775170.1', 'WP_165784749.1', 'WP_059393229.1', 'WP_242977401.1', 'WP_244957683.1', 'WP_213819118.1', 'WP_213792756.1', 'WP_213821677.1', 'WP_213808718.1', 'WP_248661284.1', 'WP_252443165.1', 'WP_252774159.1', 'WP_242975633.1', 'WP_091502096.1']
FtsI.10	FtsI	WP_148622214.1	22	['WP_148622214.1', 'WP_242868514.1', 'WP_013989187.1', 'WP_057753531.1', 'WP_166010239.1', 'WP_187529396.1', 'WP_057788439.1', 'WP_124943278.1', 'WP_205145742.1', 'WP_115471180.1', 'WP_075270025.1', 'WP_137600657.1', 'WP_083194481.1', 'WP_140837426.1', 'WP_258087958.1', 'WP_092461932.1', 'WP_070229758.1', 'WP_010372680.1', 'WP_243097750.1', 'WP_241761917.1', 'WP_022791739.1', 'WP_213409277.1']
FtsI.11	FtsI	WP_035445086.1	43	['WP_035445086.1', 'WP_085560275.1', 'WP_034550727.1', 'WP_035028887.1', 'WP_106450696.1', 'WP_108031322.1', 'WP_107995933.1', 'WP_119093154.1', 'WP_087033361.1', 'WP_086985428.1', 'WP_086943375.1', 'WP_068623232.1', 'WP_086988344.1', 'WP_126111131.1', 'WP_062471269.1', 'WP_166163083.1', 'WP_166062117.1', 'WP_091489081.1', 'WP_146924356.1', 'WP_091635033.1', 'WP_091527780.1', 'WP_106190675.1', 'WP_091479006.1', 'WP_091264584.1', 'WP_091897995.1', 'WP_236048732.1', 'WP_244244552.1', 'WP_003776251.1', 'WP_027107663.1', 'WP_112788369.1', 'WP_092091956.1', 'WP_092479687.1', 'WP_073295231.1', 'WP_018659474.1', 'WP_087115552.1', 'WP_236620736.1', 'WP_035053631.1', 'WP_029276124.1', 'WP_089978468.1', 'WP_034548198.1', 'WP_034558725.1', 'WP_034569043.1', 'WP_092652590.1']
FtsI.12	FtsI	WP_046316665.1	6	['WP_046316665.1', 'WP_118908314.1', 'WP_176941845.1', 'WP_249512980.1', 'WP_045922894.1', 'WP_249514979.1']
FtsI.13	FtsI	WP_056948171.1	124	['WP_056948171.1', 'WP_089088579.1', 'WP_098825163.1', 'WP_168925591.1', 'WP_034526160.1', 'WP_035168580.1', 'WP_056949588.1', 'WP_020281844.1', 'WP_057865896.1', 'WP_056984305.1', 'WP_056981002.1', 'WP_056978016.1', 'WP_070368606.1', 'WP_057963043.1', 'WP_054733755.1', 'WP_056982115.1', 'WP_003555135.1', 'WP_246224825.1', 'WP_057910855.1', 'WP_203630977.1', 'WP_013727510.1', 'WP_227361325.1', 'WP_121977473.1', 'WP_286136483.1', 'WP_057806914.1', 'WP_057752250.1', 'WP_062913082.1', 'WP_057773046.1', 'WP_057783939.1', 'WP_069360217.1', 'WP_020088817.1', 'WP_057733799.1', 'WP_061775870.1', 'WP_258115348.1', 'WP_178942279.1', 'WP_057809852.1', 'WP_017262809.1', 'WP_057706691.1', 'WP_033614161.1', 'WP_048000030.1', 'WP_050338391.1', 'WP_125070963.1', 'WP_137625834.1', 'WP_137607305.1', 'WP_137616379.1', 'WP_137629312.1', 'WP_137640342.1', 'WP_137634802.1', 'WP_130843164.1', 'WP_137645368.1', 'WP_137643684.1', 'WP_057717467.1', 'WP_003640860.1', 'WP_056988446.1', 'WP_225423487.1', 'WP_045808022.1', 'WP_056996713.1', 'WP_065902940.1', 'WP_056941857.1', 'WP_057151692.1', 'WP_089109156.1', 'WP_089137013.1', 'WP_137630503.1', 'WP_155432181.1', 'WP_203649100.1', 'WP_150204242.1', 'WP_057890325.1', 'WP_109249347.1', 'WP_242446912.1', 'WP_237756929.1', 'WP_225424300.1', 'WP_133441440.1', 'WP_039144910.1', 'WP_137597165.1', 'WP_041093898.1', 'WP_044011067.1', 'WP_140924206.1', 'WP_105956277.1', 'WP_140931473.1', 'WP_147656528.1', 'WP_125546838.1', 'WP_048735804.1', 'WP_057804129.1', 'WP_057879414.1', 'WP_125763094.1', 'WP_125577071.1', 'WP_125572718.1', 'WP_125581859.1', 'WP_125682650.1', 'WP_125688790.1', 'WP_125693750.1', 'WP_125700088.1', 'WP_125639706.1', 'WP_135368469.1', 'WP_143463682.1', 'WP_056944456.1', 'WP_057732282.1', 'WP_203637254.1', 'WP_203646025.1', 'WP_203641915.1', 'WP_168850076.1', 'WP_261810251.1', 'WP_056957549.1', 'WP_009167177.1', 'WP_070366228.1', 'WP_002833495.1', 'WP_057799765.1', 'WP_057802667.1', 'WP_014215273.1', 'WP_249511521.1', 'WP_056965914.1', 'WP_225426815.1', 'WP_237756541.1', 'WP_251067632.1', 'WP_220750945.1', 'WP_260116234.1', 'WP_252796550.1', 'WP_056997752.1', 'WP_252767003.1', 'WP_252795385.1', 'WP_252779673.1', 'WP_252750422.1', 'WP_269023517.1', 'WP_112250119.1']
FtsI.14	FtsI	WP_243148597.1	3	['WP_243148597.1', 'WP_007746287.1', 'WP_002818995.1']
FtsI.15	FtsI	WP_146566988.1	115	['WP_146566988.1', 'WP_027974874.1', 'WP_057489859.1', 'WP_150881010.1', 'WP_002265281.1', 'WP_003080058.1', 'WP_018030930.1', 'WP_018166932.1', 'WP_054278610.1', 'WP_093651309.1', 'WP_067086368.1', 'WP_075104601.1', 'WP_076996705.1', 'WP_119876128.1', 'WP_075099004.1', 'WP_160333035.1', 'WP_018367484.1', 'WP_026217257.1', 'WP_006147888.1', 'WP_006144940.1', 'WP_000872308.1', 'WP_000872179.1', 'WP_208912200.1', 'WP_109289860.1', 'WP_120719165.1', 'WP_120770585.1', 'WP_132972619.1', 'WP_140224479.1', 'WP_140834318.1', 'WP_070482160.1', 'WP_219967404.1', 'WP_261804902.1', 'WP_075566306.1', 'WP_000816040.1', 'WP_020903427.1', 'WP_018373711.1', 'WP_027971646.1', 'WP_037615234.1', 'WP_002901311.1', 'WP_209551159.1', 'WP_005591836.1', 'WP_068989129.1', 'WP_120701205.1', 'WP_117745190.1', 'WP_126403835.1', 'WP_209627974.1', 'WP_061603654.1', 'WP_057489576.1', 'WP_126466493.1', 'WP_186832778.1', 'WP_070672459.1', 'WP_048791213.1', 'WP_067060366.1', 'WP_116879016.1', 'WP_136596401.1', 'WP_157628759.1', 'WP_009853481.1', 'WP_006531148.1', 'WP_132869339.1', 'WP_264879669.1', 'WP_074534103.1', 'WP_020916286.1', 'WP_018365454.1', 'WP_000142549.1', 'WP_071793770.1', 'WP_003101823.1', 'WP_018366670.1', 'WP_102776820.1', 'WP_003108113.1', 'WP_159542850.1', 'WP_115242094.1', 'WP_006740245.1', 'WP_007894533.1', 'WP_093958956.1', 'WP_109833442.1', 'WP_003001025.1', 'WP_004227587.1', 'WP_165994772.1', 'WP_199574715.1', 'WP_018369349.1', 'WP_199567152.1', 'WP_115268434.1', 'WP_104967297.1', 'WP_018380063.1', 'WP_029691177.1', 'WP_062711863.1', 'WP_140814864.1', 'WP_135783366.1', 'WP_200772993.1', 'WP_013904744.1', 'WP_251458154.1', 'WP_168548743.1', 'WP_253365286.1', 'WP_012027652.1', 'WP_120172059.1', 'WP_212570297.1', 'WP_237395818.1', 'WP_018371768.1', 'WP_074486281.1', 'WP_008090437.1', 'WP_026217196.1', 'WP_027970365.1', 'WP_164405071.1', 'WP_111678423.1', 'WP_015057993.1', 'WP_111679832.1', 'WP_121836002.1', 'WP_027973167.1', 'WP_003078331.1', 'WP_006270111.1', 'WP_011226508.1', 'WP_003096121.1', 'WP_175057289.1', 'WP_205016589.1', 'WP_239548842.1']
FtsI.16	FtsI	WP_133362523.1	5	['WP_133362523.1', 'WP_168722038.1', 'WP_260344897.1', 'WP_230097173.1', 'WP_230098582.1']
FtsI.17	FtsI	WP_125571955.1	8	['WP_125571955.1', 'WP_155285924.1', 'WP_057893531.1', 'WP_056992221.1', 'WP_125703105.1', 'WP_179395263.1', 'WP_127848884.1', 'WP_235804195.1']
FtsI.18	FtsI	WP_067979844.1	7	['WP_067979844.1', 'WP_060777994.1', 'WP_060776244.1', 'WP_003143562.1', 'WP_059349050.1', 'WP_067972080.1', 'WP_084098752.1']
FtsI.19	FtsI	WP_070787147.1	2	['WP_070787147.1', 'WP_233278898.1']
FtsI.20	FtsI	WP_071130822.1	1	['WP_071130822.1']
